"SEDE_CODIGO","PERIODO_ID","PERIODO_ANIO","JORNADA_ID","JORNADA_CODIGO","JORNADA_NOMBRE","NIVELENSE_ID","NIVELENSE_CODIGO","NIVELENSE_NOMBRE","JORNCAP_CANTIDAD_HOMBRE","JORNCAP_CANTIDAD_MUJER"
"125754002147",2,2015,3,3,"Tarde",2,"02","Básica primaria",1,0
"223162001662",2,2015,2,2,"Mañana",3,"03","Básica secundaria",3,1
"223162001662",2,2015,3,3,"Tarde",4,"04","Media",1,0
"225754002206",2,2015,2,2,"Mañana",2,"02","Básica primaria",1,0
"108001011290",2,2015,2,2,"Mañana",3,"03","Básica secundaria",8,14
"305360002166",2,2015,5,5,"Fin de Semana",5,"05","CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)",5,4
"313001029353",2,2015,1,1,"Completa",4,"04","Media",1,0
"105649000014",2,2015,1,1,"Completa",3,"03","Básica secundaria",2,0
"276364002543",2,2015,2,2,"Mañana",1,"01","Preescolar",18,22
"276364002543",2,2015,2,2,"Mañana",2,"02","Básica primaria",110,89
"276364000605",2,2015,2,2,"Mañana",3,"03","Básica secundaria",114,93
"276364000605",2,2015,2,2,"Mañana",4,"04","Media",31,53
"376001000241",2,2015,1,1,"Completa",2,"02","Básica primaria",10,7
"376001000241",2,2015,1,1,"Completa",3,"03","Básica secundaria",20,8
"376001000241",2,2015,1,1,"Completa",4,"04","Media",9,4
"447189041939",2,2015,2,2,"Mañana",1,"01","Preescolar",6,9
"447189041939",2,2015,2,2,"Mañana",2,"02","Básica primaria",14,8
